old_url,new_filename,new_url,file_id,status
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250123_121659_380933____scene2_the-monsters-let-s-checkmate-series-vinyl-plush-hanging-card_plush_details_popmart-us_____1200x1200_2ca5945e-08bd-4575-abdd-1ee8fdd5b3df.jpg?v=1763310966,themoontoys-the-monsters-lets-checkmate-series-vinyl-plush-hanging-card-5.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240408_161645_829152__1200x1200_064aefd6-8274-46f5-ad09-102f3a154f7b.jpg?v=1763310915,themoontoys-the-monsters-fall-in-wild-series-vinyl-plush-doll-pendant-1.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240408_161647_714945__1200x1200_178c55d2-80fb-4f0e-bd7a-7b194f7aab1c.jpg?v=1763310915,themoontoys-the-monsters-fall-in-wild-series-vinyl-plush-doll-pendant-2.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240408_161650_299803__1200x1200_0fe0fc85-35b5-4584-a88a-f1bb501622d7.jpg?v=1763310915,themoontoys-the-monsters-fall-in-wild-series-vinyl-plush-doll-pendant-3.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170440_486432____single-box_why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_1.jpg?v=1763310816,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-1.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170440_864375____whole-sets_why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_1.jpg?v=1763310817,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-2.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170436_309269____1_why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_1.jpg?v=1763310817,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-3.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170436_295142____4_why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_7d9fbcfc-59b4-4ce7-933e-6190ac64013c.jpg?v=1763310816,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-4.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170436_386038____6_why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_1.jpg?v=1763310817,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-5.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170436_420011____2_why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_1.jpg?v=1763310816,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-6.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170436_854504____5_why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_ac4ec28e-5e1c-4241-8b08-8ca21b74ca2c.jpg?v=1763310817,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-7.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170436_838281____3_why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_1.jpg?v=1763310816,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-8.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170436_598156____secret_why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_1.jpg?v=1763310817,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-9.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250928_170436_058555____super-secret__why-so-serious-series-vinyl-plush-pendant-blind-box_plush-toys_details_pop-mart-us_____1200x1200_1.jpg?v=1763310816,themoontoys-why-so-serious-series-vinyl-plush-pendant-blind-box-10.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250107_162203_284458____single-box_the-monsters-coca-cola-series-vinyl-face-blind-box_accessories_details_popmart-us_____1200x1200_ff1b51dd-684b-40ea-9a8a-b1f59639d2e7.jpg?v=1763310673,themoontoys-the-monsters-coca-cola-series-vinyl-face-blind-box-1.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250107_162203_606786____whole-set_the-monsters-coca-cola-series-vinyl-face-blind-box_accessories_details_popmart-us_____1200x1200_79234df3-e52d-41c4-a520-17a7d654fbe2.jpg?v=1763310673,themoontoys-the-monsters-coca-cola-series-vinyl-face-blind-box-2.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250107_162203_821182____2_the-monsters-coca-cola-series-vinyl-face-blind-box_accessories_details_popmart-us_____1200x1200_ef54fcdd-8e17-44db-9f02-695f3bad5948.jpg?v=1763310673,themoontoys-the-monsters-coca-cola-series-vinyl-face-blind-box-3.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250107_162203_485765____1_the-monsters-coca-cola-series-vinyl-face-blind-box_accessories_details_popmart-us_____1200x1200_dfc03a5f-5101-47e0-8078-371ce783987a.jpg?v=1763310673,themoontoys-the-monsters-coca-cola-series-vinyl-face-blind-box-4.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250107_162203_107555____secret_the-monsters-coca-cola-series-vinyl-face-blind-box_accessories_details_popmart-us_____1200x1200_35b93dec-f35c-466e-8ebf-6078b3cf85ad.jpg?v=1763310673,themoontoys-the-monsters-coca-cola-series-vinyl-face-blind-box-5.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250107_162203_278611____scene_the-monsters-coca-cola-series-vinyl-face-blind-box_accessories_details_popmart-us_____1200x1200_0c076ca7-135a-4eb6-9332-7143b8fc689c.jpg?v=1763310673,themoontoys-the-monsters-coca-cola-series-vinyl-face-blind-box-6.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240925_114512_475511____1_____1200x1200_bc3b8627-16a6-4c2d-bb79-b7bf18c9d0cb.jpg?v=1763310568,themoontoys-labubu-pronounce-wings-of-fortune-vinyl-plush-hanging-card-1.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240925_114512_864499____2_____1200x1200_dd68d1cd-2179-43db-b11a-b781fd50bf27.jpg?v=1763310568,themoontoys-labubu-pronounce-wings-of-fortune-vinyl-plush-hanging-card-2.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240925_114512_180981____3_____1200x1200_0d3293d2-4889-4f0f-b227-a97db9cfaf6e.jpg?v=1763310568,themoontoys-labubu-pronounce-wings-of-fortune-vinyl-plush-hanging-card-3.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240925_114512_204880____4_____1200x1200_b9701378-0d62-48fc-a01a-936fe80ad718.jpg?v=1763310568,themoontoys-labubu-pronounce-wings-of-fortune-vinyl-plush-hanging-card-4.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240925_114512_274524____scene_1_____1200x1200_c81260da-a390-492d-99a0-1d7c8730873c.jpg?v=1763310568,themoontoys-labubu-pronounce-wings-of-fortune-vinyl-plush-hanging-card-5.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240925_114512_294210____scene_3_____1200x1200_db7c288d-91c8-4120-bafe-d08d1f879bca.jpg?v=1763310568,themoontoys-labubu-pronounce-wings-of-fortune-vinyl-plush-hanging-card-6.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20240925_114512_542160____scene_2_____1200x1200_40a4d553-d01a-49de-b7df-13d20c96942e.jpg?v=1763310568,themoontoys-labubu-pronounce-wings-of-fortune-vinyl-plush-hanging-card-7.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250822_171130_254349____1_them-1_____1200x1200_8c4be748-d8a3-400f-885f-a4f5ef776677.jpg?v=1763310459,themoontoys-the-monsters-big-into-energy-series-rock-the-universe-vinyl-plush-doll-1.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250822_171130_014183____3_them-1_____1200x1200_7a77265d-21b9-4e2d-adf2-2e4d30838164.jpg?v=1763310459,themoontoys-the-monsters-big-into-energy-series-rock-the-universe-vinyl-plush-doll-2.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250822_171130_207831____5_them-1_____1200x1200_b9b8995c-2d76-46b6-985d-221d490b2f14.jpg?v=1763310459,themoontoys-the-monsters-big-into-energy-series-rock-the-universe-vinyl-plush-doll-3.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250822_171130_826682____scene_-1_____1200x1200_5a77d460-87ff-4a21-a6be-91de61161772.jpg?v=1763310459,themoontoys-the-monsters-big-into-energy-series-rock-the-universe-vinyl-plush-doll-4.jpg,,,PENDING
https://cdn.shopify.com/s/files/1/0793/9457/0452/files/20250822_171130_836231____4_them-1_____1200x1200_eb90901d-6413-4160-8c5f-dcf5ac2b00d2.jpg?v=1763310459,themoontoys-the-monsters-big-into-energy-series-rock-the-universe-vinyl-plush-doll-5.jpg,,,PENDING
