Handle,Title,Body (HTML),Option1 Name,Option1 Value
esmalte-fashionx12ml-deco-21,ESMALTE FASHIONx12ml DECO 21,"<p><strong>Esmalte Fashion 12 ml Deco 21</strong></p><p>Este esmalte de Fashion de la línea Deco 21 en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-22,ESMALTE FASHIONx12ml 22,"<p><strong>Esmalte Fashion 12 ml 22</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 22</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-24,ESMALTE FASHIONx12ml 24,"<p><strong>Esmalte Fashion 12 ml 24</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 24</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-26,ESMALTE FASHIONx12ml 26,"<p><strong>Esmalte Fashion 12 ml 26</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 26</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-28,ESMALTE FASHIONx12ml 28,"<p><strong>Esmalte Fashion 12 ml 28</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 28</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-29,ESMALTE FASHIONx12ml 29,"<p><strong>Esmalte Fashion 12 ml 29</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 29</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-30,ESMALTE FASHIONx12ml 30,"<p><strong>Esmalte Fashion 12 ml 30</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 30</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-deco-31,ESMALTE FASHIONx12ml DECO 31,"<p><strong>Esmalte Fashion 12 ml Deco 31</strong></p><p>Este esmalte de Fashion de la línea Deco 31 en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-deco-32,ESMALTE FASHIONx12ml DECO 32,"<p><strong>Esmalte Fashion 12 ml Deco 32</strong></p><p>Este esmalte de Fashion de la línea Deco 32 en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-33,ESMALTE FASHIONx12ml 33,"<p><strong>Esmalte Fashion 12 ml 33</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 33</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-34,ESMALTE FASHIONx12ml 34,"<p><strong>Esmalte Fashion 12 ml 34</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 34</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-35,ESMALTE FASHIONx12ml 35,"<p><strong>Esmalte Fashion 12 ml 35</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 35</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-36,ESMALTE FASHIONx12ml 36,"<p><strong>Esmalte Fashion 12 ml 36</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 36</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-37,ESMALTE FASHIONx12ml 37,"<p><strong>Esmalte Fashion 12 ml 37</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 37</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-38,ESMALTE FASHIONx12ml 38,"<p><strong>Esmalte Fashion 12 ml 38</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 38</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-40,ESMALTE FASHIONx12ml 40,"<p><strong>Esmalte Fashion 12 ml 40</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 40</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-41,ESMALTE FASHIONx12ml 41,"<p><strong>Esmalte Fashion 12 ml 41</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 41</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-42,ESMALTE FASHIONx12ml 42,"<p><strong>Esmalte Fashion 12 ml 42</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 42</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-44,ESMALTE FASHIONx12ml 44,"<p><strong>Esmalte Fashion 12 ml 44</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 44</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-45,ESMALTE FASHIONx12ml 45,"<p><strong>Esmalte Fashion 12 ml 45</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 45</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-46,ESMALTE FASHIONx12ml 46,"<p><strong>Esmalte Fashion 12 ml 46</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 46</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-50,ESMALTE FASHIONx12ml 50,"<p><strong>Esmalte Fashion 12 ml 50</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 50</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-51,ESMALTE FASHIONx12ml 51,"<p><strong>Esmalte Fashion 12 ml 51</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 51</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-52,ESMALTE FASHIONx12ml 52,"<p><strong>Esmalte Fashion 12 ml 52</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 52</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-53,ESMALTE FASHIONx12ml 53,"<p><strong>Esmalte Fashion 12 ml 53</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 53</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
esmalte-fashionx12ml-54,ESMALTE FASHIONx12ml 54,"<p><strong>Esmalte Fashion 12 ml 54</strong></p><p>Este esmalte de Fashion en presentación de 12 ml da color parejo y brillante a la uña con la comodidad de quitarlo cuando quieras.</p><p><strong>Tono:</strong> 54</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cubre en dos capas sin rayas ni zonas más claras.</li><li>Secado rápido que no te obliga a quedarte quieta media hora.</li><li>Pincel que se adapta a la curva de la uña y facilita el borde limpio.</li><li>Se retira con removedor común, sin lámpara ni limado.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limá y dale forma a la uña seca, siempre en una sola dirección.</li><li>Aplicá una base protectora y dejá secar.</li><li>Pintá en tres pasadas: centro primero, después los laterales.</li><li>Dejá secar y sellá con top coat brillante. Repetí el top coat cada dos días para estirar la manicura.</li></ol><p><strong>Ideal para:</strong> manicura en casa y cambios de color frecuentes.</p><p><strong>Tip Krika:</strong> Pasá el pincel con esmalte por el borde libre de la uña: es lo que evita que se descascare por la punta.</p>",Title,Default Title
