Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Shop location
talena-strapless-maxi-dress-blue,Talena Strapless Midi Dress Blue,Size,US 8,Color,Blue,,,122702-1177079,,,900
talena-strapless-maxi-dress-blue,Talena Strapless Midi Dress Blue,Size,US 10,Color,Blue,,,122702-1177080,,,900
talena-strapless-maxi-dress-blue,Talena Strapless Midi Dress Blue,Size,US 12,Color,Blue,,,122702-1177081,,,900
talena-strapless-midi-dress-white,Talena Strapless Midi Dress White,Size,US 0,Color,White,,,126330-1198705,,,900
talena-strapless-midi-dress-white,Talena Strapless Midi Dress White,Size,US 2,Color,White,,,126330-1198706,,,900
talena-strapless-midi-dress-white,Talena Strapless Midi Dress White,Size,US 4,Color,White,,,126330-1198707,,,900
talena-strapless-midi-dress-white,Talena Strapless Midi Dress White,Size,US 6,Color,White,,,126330-1198708,,,900
talena-strapless-midi-dress-white,Talena Strapless Midi Dress White,Size,US 8,Color,White,,,126330-1198709,,,900
talena-strapless-midi-dress-white,Talena Strapless Midi Dress White,Size,US 10,Color,White,,,126330-1198710,,,900
talena-strapless-midi-dress-white,Talena Strapless Midi Dress White,Size,US 12,Color,White,,,126330-1198711,,,900
talena-strapless-midi-dress-yellow,Talena Strapless Midi Dress Yellow,Size,US 0,Color,Yellow,,,129020-1214731,,,900
talena-strapless-midi-dress-yellow,Talena Strapless Midi Dress Yellow,Size,US 2,Color,Yellow,,,129020-1214732,,,900
talena-strapless-midi-dress-yellow,Talena Strapless Midi Dress Yellow,Size,US 4,Color,Yellow,,,129020-1214733,,,900
talena-strapless-midi-dress-yellow,Talena Strapless Midi Dress Yellow,Size,US 6,Color,Yellow,,,129020-1214734,,,900
talena-strapless-midi-dress-yellow,Talena Strapless Midi Dress Yellow,Size,US 8,Color,Yellow,,,129020-1214735,,,900
talena-strapless-midi-dress-yellow,Talena Strapless Midi Dress Yellow,Size,US 10,Color,Yellow,,,129020-1214736,,,900
talena-strapless-midi-dress-yellow,Talena Strapless Midi Dress Yellow,Size,US 12,Color,Yellow,,,129020-1214737,,,900
tameika-halter-cowl-neck-mini-dress-blue-butter,Tameika Halter Cowl Neck Mini Dress Blue / Butter,Size,US 0,Color,Blue / Butter,,,153632-1363978,,,900
tameika-halter-cowl-neck-mini-dress-blue-butter,Tameika Halter Cowl Neck Mini Dress Blue / Butter,Size,US 2,Color,Blue / Butter,,,153632-1363979,,,900
tameika-halter-cowl-neck-mini-dress-blue-butter,Tameika Halter Cowl Neck Mini Dress Blue / Butter,Size,US 4,Color,Blue / Butter,,,153632-1363980,,,900
tameika-halter-cowl-neck-mini-dress-blue-butter,Tameika Halter Cowl Neck Mini Dress Blue / Butter,Size,US 6,Color,Blue / Butter,,,153632-1363981,,,900
tameika-halter-cowl-neck-mini-dress-blue-butter,Tameika Halter Cowl Neck Mini Dress Blue / Butter,Size,US 8,Color,Blue / Butter,,,153632-1363982,,,900
tameika-halter-cowl-neck-mini-dress-blue-butter,Tameika Halter Cowl Neck Mini Dress Blue / Butter,Size,US 10,Color,Blue / Butter,,,153632-1363983,,,900
tameika-halter-cowl-neck-mini-dress-blue-butter,Tameika Halter Cowl Neck Mini Dress Blue / Butter,Size,US 12,Color,Blue / Butter,,,153632-1363984,,,900
tanami-mini-dress-pink,Tanami Mini Dress Pink,Size,US 0,Color,Pink,,,136494-1258372,,,900
tanami-mini-dress-pink,Tanami Mini Dress Pink,Size,US 2,Color,Pink,,,136494-1258373,,,900
tanami-mini-dress-pink,Tanami Mini Dress Pink,Size,US 4,Color,Pink,,,136494-1258374,,,900
tanami-mini-dress-pink,Tanami Mini Dress Pink,Size,US 6,Color,Pink,,,136494-1258375,,,900
tanami-mini-dress-pink,Tanami Mini Dress Pink,Size,US 8,Color,Pink,,,136494-1258376,,,900
tanami-mini-dress-pink,Tanami Mini Dress Pink,Size,US 10,Color,Pink,,,136494-1258377,,,900
tanami-mini-dress-pink,Tanami Mini Dress Pink,Size,US 12,Color,Pink,,,136494-1258378,,,900
tanisha-drop-neckline-mini-dress-red,Tanisha Drop Neckline Mini Dress Red,Size,US 0,Color,Red,,,148994-1335742,,,900
tanisha-drop-neckline-mini-dress-red,Tanisha Drop Neckline Mini Dress Red,Size,US 2,Color,Red,,,148994-1335743,,,900
tanisha-drop-neckline-mini-dress-red,Tanisha Drop Neckline Mini Dress Red,Size,US 4,Color,Red,,,148994-1335744,,,900
tanisha-drop-neckline-mini-dress-red,Tanisha Drop Neckline Mini Dress Red,Size,US 6,Color,Red,,,148994-1335745,,,900
tanisha-drop-neckline-mini-dress-red,Tanisha Drop Neckline Mini Dress Red,Size,US 8,Color,Red,,,148994-1335746,,,900
tanisha-drop-neckline-mini-dress-red,Tanisha Drop Neckline Mini Dress Red,Size,US 10,Color,Red,,,148994-1335747,,,900
tanisha-drop-neckline-mini-dress-red,Tanisha Drop Neckline Mini Dress Red,Size,US 12,Color,Red,,,148994-1335748,,,900
tareno-long-sleeve-shirt-dress-black,Tareno Long Sleeve Shirt Dress Black,Size,US 0,Color,Black,,,151938-1353606,,,900
tareno-long-sleeve-shirt-dress-black,Tareno Long Sleeve Shirt Dress Black,Size,US 2,Color,Black,,,151938-1353607,,,900
tareno-long-sleeve-shirt-dress-black,Tareno Long Sleeve Shirt Dress Black,Size,US 4,Color,Black,,,151938-1353608,,,900
tareno-long-sleeve-shirt-dress-black,Tareno Long Sleeve Shirt Dress Black,Size,US 6,Color,Black,,,151938-1353609,,,900
tareno-long-sleeve-shirt-dress-black,Tareno Long Sleeve Shirt Dress Black,Size,US 8,Color,Black,,,151938-1353610,,,900
tareno-long-sleeve-shirt-dress-black,Tareno Long Sleeve Shirt Dress Black,Size,US 10,Color,Black,,,151938-1353611,,,900
tareno-long-sleeve-shirt-dress-black,Tareno Long Sleeve Shirt Dress Black,Size,US 12,Color,Black,,,151938-1353612,,,900
tarin-knit-mini-dress-black,Tarin Long Sleeve Knit Mini Dress Black,Size,XS/S,Color,Black,,,149928-1341233,,,900
tarin-knit-mini-dress-black,Tarin Long Sleeve Knit Mini Dress Black,Size,S/M,Color,Black,,,149928-1341234,,,900
tarin-knit-mini-dress-black,Tarin Long Sleeve Knit Mini Dress Black,Size,M/L,Color,Black,,,149928-1341235,,,900
tarin-knit-mini-dress-black,Tarin Long Sleeve Knit Mini Dress Black,Size,L/XL,Color,Black,,,149928-1341236,,,900
tarin-knit-mini-dress-cream,Tarin Long Sleeve Knit Mini Dress Cream,Size,XS/S,Color,Cream,,,141922-1292515,,,900
tarin-knit-mini-dress-cream,Tarin Long Sleeve Knit Mini Dress Cream,Size,S/M,Color,Cream,,,141922-1292516,,,900
tarin-knit-mini-dress-cream,Tarin Long Sleeve Knit Mini Dress Cream,Size,M/L,Color,Cream,,,141922-1292517,,,900
tarin-knit-mini-dress-cream,Tarin Long Sleeve Knit Mini Dress Cream,Size,L/XL,Color,Cream,,,141922-1292518,,,900
tarin-knit-mini-dress-navy,Tarin Knit Mini Dress Navy,Size,XS/S,Color,Navy,,,131134-1227589,,,900
tarin-knit-mini-dress-navy,Tarin Knit Mini Dress Navy,Size,S/M,Color,Navy,,,131134-1227590,,,900
tarin-knit-mini-dress-navy,Tarin Knit Mini Dress Navy,Size,M/L,Color,Navy,,,131134-1227591,,,900
tarin-knit-mini-dress-navy,Tarin Knit Mini Dress Navy,Size,L/XL,Color,Navy,,,131134-1227592,,,900
tassia-square-neck-button-front-mini-dress-red,Tassia Square Neck Button Front Mini Dress Red,Size,US 0,Color,Red,,,155588-1379149,,,900
tassia-square-neck-button-front-mini-dress-red,Tassia Square Neck Button Front Mini Dress Red,Size,US 2,Color,Red,,,155588-1379150,,,900
tassia-square-neck-button-front-mini-dress-red,Tassia Square Neck Button Front Mini Dress Red,Size,US 4,Color,Red,,,155588-1379151,,,900
tassia-square-neck-button-front-mini-dress-red,Tassia Square Neck Button Front Mini Dress Red,Size,US 6,Color,Red,,,155588-1379152,,,900
tassia-square-neck-button-front-mini-dress-red,Tassia Square Neck Button Front Mini Dress Red,Size,US 8,Color,Red,,,155588-1379153,,,900
tassia-square-neck-button-front-mini-dress-red,Tassia Square Neck Button Front Mini Dress Red,Size,US 10,Color,Red,,,155588-1379154,,,900
tassia-square-neck-button-front-mini-dress-red,Tassia Square Neck Button Front Mini Dress Red,Size,US 12,Color,Red,,,155588-1379155,,,900
tassos-mini-dress-lemon,Tassos Mini Dress Lemon,Size,US 0,Color,Lemon,,,136112-1256246,,,900
tassos-mini-dress-lemon,Tassos Mini Dress Lemon,Size,US 2,Color,Lemon,,,136112-1256247,,,900
tassos-mini-dress-lemon,Tassos Mini Dress Lemon,Size,US 4,Color,Lemon,,,136112-1256248,,,900
tassos-mini-dress-lemon,Tassos Mini Dress Lemon,Size,US 6,Color,Lemon,,,136112-1256249,,,900
tassos-mini-dress-lemon,Tassos Mini Dress Lemon,Size,US 8,Color,Lemon,,,136112-1256250,,,900
tassos-mini-dress-lemon,Tassos Mini Dress Lemon,Size,US 10,Color,Lemon,,,136112-1256251,,,900
tassos-mini-dress-lemon,Tassos Mini Dress Lemon,Size,US 12,Color,Lemon,,,136112-1256252,,,900
tattoo-kisses-frill-mini-dress-floral,Tattoo Kisses Frill Mini Dress Floral,Size,US 0,Color,Floral,,,144339-1306526,,,900
tattoo-kisses-frill-mini-dress-floral,Tattoo Kisses Frill Mini Dress Floral,Size,US 2,Color,Floral,,,144339-1306527,,,900
tattoo-kisses-frill-mini-dress-floral,Tattoo Kisses Frill Mini Dress Floral,Size,US 4,Color,Floral,,,144339-1306528,,,900
tattoo-kisses-frill-mini-dress-floral,Tattoo Kisses Frill Mini Dress Floral,Size,US 6,Color,Floral,,,144339-1306529,,,900
tattoo-kisses-frill-mini-dress-floral,Tattoo Kisses Frill Mini Dress Floral,Size,US 8,Color,Floral,,,144339-1306530,,,900
tattoo-kisses-frill-mini-dress-floral,Tattoo Kisses Frill Mini Dress Floral,Size,US 10,Color,Floral,,,144339-1306531,,,900
tattoo-kisses-frill-mini-dress-floral,Tattoo Kisses Frill Mini Dress Floral,Size,US 12,Color,Floral,,,144339-1306532,,,900
tatyana-halter-mini-dress-paisley-multi,Tatyana Halter Mini Dress Paisley Multi,Size,US 0,Color,Paisley Multi,,,148327-1331562,,,900
tatyana-halter-mini-dress-paisley-multi,Tatyana Halter Mini Dress Paisley Multi,Size,US 2,Color,Paisley Multi,,,148327-1331563,,,900
tatyana-halter-mini-dress-paisley-multi,Tatyana Halter Mini Dress Paisley Multi,Size,US 4,Color,Paisley Multi,,,148327-1331564,,,900
tatyana-halter-mini-dress-paisley-multi,Tatyana Halter Mini Dress Paisley Multi,Size,US 6,Color,Paisley Multi,,,148327-1331565,,,900
tatyana-halter-mini-dress-paisley-multi,Tatyana Halter Mini Dress Paisley Multi,Size,US 8,Color,Paisley Multi,,,148327-1331566,,,900
tatyana-halter-mini-dress-paisley-multi,Tatyana Halter Mini Dress Paisley Multi,Size,US 10,Color,Paisley Multi,,,148327-1331567,,,900
tatyana-halter-mini-dress-paisley-multi,Tatyana Halter Mini Dress Paisley Multi,Size,US 12,Color,Paisley Multi,,,148327-1331568,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 0,Color,Red,,,140785-1285335,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 2,Color,Red,,,140785-1285336,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 4,Color,Red,,,140785-1285337,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 6,Color,Red,,,140785-1285338,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 8,Color,Red,,,140785-1285339,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 10,Color,Red,,,140785-1285340,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 12,Color,Red,,,140785-1285341,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 14,Color,Red,,,140785-1285342,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 16,Color,Red,,,140785-1285343,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 18,Color,Red,,,140785-1285344,,,900
taverna-plunge-mini-dress-red,Taverna Plunge Mini Dress Red,Size,US 20,Color,Red,,,140785-1285345,,,900
tavison-maxi-dress-green,Tavison Maxi Dress Green,Size,US 0,Color,Green,,,136734-1259984,,,900
tavison-maxi-dress-green,Tavison Maxi Dress Green,Size,US 2,Color,Green,,,136734-1259985,,,900
tavison-maxi-dress-green,Tavison Maxi Dress Green,Size,US 4,Color,Green,,,136734-1259986,,,900
tavison-maxi-dress-green,Tavison Maxi Dress Green,Size,US 6,Color,Green,,,136734-1259987,,,900
tavison-maxi-dress-green,Tavison Maxi Dress Green,Size,US 8,Color,Green,,,136734-1259988,,,900
tavison-maxi-dress-green,Tavison Maxi Dress Green,Size,US 10,Color,Green,,,136734-1259989,,,900
tavison-maxi-dress-green,Tavison Maxi Dress Green,Size,US 12,Color,Green,,,136734-1259990,,,900
tawni-long-sleeve-shirt-mini-dress-blue,Tawni Long Sleeve Shirt Mini Dress Blue,Size,US 0,Color,Blue,,,148635-1333472,,,900
tawni-long-sleeve-shirt-mini-dress-blue,Tawni Long Sleeve Shirt Mini Dress Blue,Size,US 2,Color,Blue,,,148635-1333473,,,900
tawni-long-sleeve-shirt-mini-dress-blue,Tawni Long Sleeve Shirt Mini Dress Blue,Size,US 4,Color,Blue,,,148635-1333474,,,900
tawni-long-sleeve-shirt-mini-dress-blue,Tawni Long Sleeve Shirt Mini Dress Blue,Size,US 6,Color,Blue,,,148635-1333475,,,900
tawni-long-sleeve-shirt-mini-dress-blue,Tawni Long Sleeve Shirt Mini Dress Blue,Size,US 8,Color,Blue,,,148635-1333476,,,900
tawni-long-sleeve-shirt-mini-dress-blue,Tawni Long Sleeve Shirt Mini Dress Blue,Size,US 10,Color,Blue,,,148635-1333477,,,900
tawni-long-sleeve-shirt-mini-dress-blue,Tawni Long Sleeve Shirt Mini Dress Blue,Size,US 12,Color,Blue,,,148635-1333478,,,900
tawni-long-sleeve-shirt-mini-dress-red-stripe,Tawni Long Sleeve Shirt Mini Dress Red Stripe,Size,US 0,Color,Red Stripe,,,148958-1335502,,,900
tawni-long-sleeve-shirt-mini-dress-red-stripe,Tawni Long Sleeve Shirt Mini Dress Red Stripe,Size,US 2,Color,Red Stripe,,,148958-1335503,,,900
tawni-long-sleeve-shirt-mini-dress-red-stripe,Tawni Long Sleeve Shirt Mini Dress Red Stripe,Size,US 4,Color,Red Stripe,,,148958-1335504,,,900
tawni-long-sleeve-shirt-mini-dress-red-stripe,Tawni Long Sleeve Shirt Mini Dress Red Stripe,Size,US 6,Color,Red Stripe,,,148958-1335505,,,900
tawni-long-sleeve-shirt-mini-dress-red-stripe,Tawni Long Sleeve Shirt Mini Dress Red Stripe,Size,US 8,Color,Red Stripe,,,148958-1335506,,,900
tawni-long-sleeve-shirt-mini-dress-red-stripe,Tawni Long Sleeve Shirt Mini Dress Red Stripe,Size,US 10,Color,Red Stripe,,,148958-1335507,,,900
tawni-long-sleeve-shirt-mini-dress-red-stripe,Tawni Long Sleeve Shirt Mini Dress Red Stripe,Size,US 12,Color,Red Stripe,,,148958-1335508,,,900
taylon-off-the-shoulder-mini-dress-red,Taylon Off The Shoulder Mini Dress Red,Size,US 0,Color,Red,,,141155-1287780,,,900
taylon-off-the-shoulder-mini-dress-red,Taylon Off The Shoulder Mini Dress Red,Size,US 2,Color,Red,,,141155-1287781,,,900
taylon-off-the-shoulder-mini-dress-red,Taylon Off The Shoulder Mini Dress Red,Size,US 4,Color,Red,,,141155-1287782,,,900
taylon-off-the-shoulder-mini-dress-red,Taylon Off The Shoulder Mini Dress Red,Size,US 6,Color,Red,,,141155-1287783,,,900
taylon-off-the-shoulder-mini-dress-red,Taylon Off The Shoulder Mini Dress Red,Size,US 8,Color,Red,,,141155-1287784,,,900
taylon-off-the-shoulder-mini-dress-red,Taylon Off The Shoulder Mini Dress Red,Size,US 10,Color,Red,,,141155-1287785,,,900
taylon-off-the-shoulder-mini-dress-red,Taylon Off The Shoulder Mini Dress Red,Size,US 12,Color,Red,,,141155-1287786,,,900
taylon-off-the-shoulder-mini-dress-red-curve,Taylon Off Shoulder Long Sleeve Mini Dress Red Curve,Size,US 14,Color,Red,,,144600-1308235,,,900
taylon-off-the-shoulder-mini-dress-red-curve,Taylon Off Shoulder Long Sleeve Mini Dress Red Curve,Size,US 16,Color,Red,,,144600-1308236,,,900
taylon-off-the-shoulder-mini-dress-red-curve,Taylon Off Shoulder Long Sleeve Mini Dress Red Curve,Size,US 18,Color,Red,,,144600-1308237,,,900
taylon-off-the-shoulder-mini-dress-red-curve,Taylon Off Shoulder Long Sleeve Mini Dress Red Curve,Size,US 20,Color,Red,,,144600-1308238,,,900
taylon-off-the-shoulder-mini-dress-white,Taylon Off The Shoulder Mini Dress White,Size,US 0,Color,White,,,134293-1245221,,,900
taylon-off-the-shoulder-mini-dress-white,Taylon Off The Shoulder Mini Dress White,Size,US 2,Color,White,,,134293-1245222,,,900
taylon-off-the-shoulder-mini-dress-white,Taylon Off The Shoulder Mini Dress White,Size,US 4,Color,White,,,134293-1245223,,,900
taylon-off-the-shoulder-mini-dress-white,Taylon Off The Shoulder Mini Dress White,Size,US 6,Color,White,,,134293-1245224,,,900
taylon-off-the-shoulder-mini-dress-white,Taylon Off The Shoulder Mini Dress White,Size,US 8,Color,White,,,134293-1245225,,,900
taylon-off-the-shoulder-mini-dress-white,Taylon Off The Shoulder Mini Dress White,Size,US 10,Color,White,,,134293-1245226,,,900
taylon-off-the-shoulder-mini-dress-white,Taylon Off The Shoulder Mini Dress White,Size,US 12,Color,White,,,134293-1245227,,,900
tayna-draped-maxi-dress-pink,Tayna Draped Maxi Dress Pink,Size,US 0,Color,Pink,,,153668-1364221,,,900
tayna-draped-maxi-dress-pink,Tayna Draped Maxi Dress Pink,Size,US 2,Color,Pink,,,153668-1364222,,,900
tayna-draped-maxi-dress-pink,Tayna Draped Maxi Dress Pink,Size,US 4,Color,Pink,,,153668-1364223,,,900
tayna-draped-maxi-dress-pink,Tayna Draped Maxi Dress Pink,Size,US 6,Color,Pink,,,153668-1364224,,,900
tayna-draped-maxi-dress-pink,Tayna Draped Maxi Dress Pink,Size,US 8,Color,Pink,,,153668-1364225,,,900
tayna-draped-maxi-dress-pink,Tayna Draped Maxi Dress Pink,Size,US 10,Color,Pink,,,153668-1364226,,,900
tayna-draped-maxi-dress-pink,Tayna Draped Maxi Dress Pink,Size,US 12,Color,Pink,,,153668-1364227,,,900
te-quiero-plunge-halter-mini-dress-leopard,Te Quiero Plunge Halter Mini Dress Leopard,Size,US 0,Color,Leopard,,,149511-1338829,,,900
te-quiero-plunge-halter-mini-dress-leopard,Te Quiero Plunge Halter Mini Dress Leopard,Size,US 2,Color,Leopard,,,149511-1338830,,,900
te-quiero-plunge-halter-mini-dress-leopard,Te Quiero Plunge Halter Mini Dress Leopard,Size,US 4,Color,Leopard,,,149511-1338831,,,900
te-quiero-plunge-halter-mini-dress-leopard,Te Quiero Plunge Halter Mini Dress Leopard,Size,US 6,Color,Leopard,,,149511-1338832,,,900
te-quiero-plunge-halter-mini-dress-leopard,Te Quiero Plunge Halter Mini Dress Leopard,Size,US 8,Color,Leopard,,,149511-1338833,,,900
te-quiero-plunge-halter-mini-dress-leopard,Te Quiero Plunge Halter Mini Dress Leopard,Size,US 10,Color,Leopard,,,149511-1338834,,,900
te-quiero-plunge-halter-mini-dress-leopard,Te Quiero Plunge Halter Mini Dress Leopard,Size,US 12,Color,Leopard,,,149511-1338835,,,900
technique-off-the-shoulder-maxi-dress-black,Technique Off The Shoulder Maxi Dress Black,Size,US 0,Color,BLACK,,,145332-1312837,,,900
technique-off-the-shoulder-maxi-dress-black,Technique Off The Shoulder Maxi Dress Black,Size,US 2,Color,BLACK,,,145332-1312838,,,900
technique-off-the-shoulder-maxi-dress-black,Technique Off The Shoulder Maxi Dress Black,Size,US 4,Color,BLACK,,,145332-1312839,,,900
technique-off-the-shoulder-maxi-dress-black,Technique Off The Shoulder Maxi Dress Black,Size,US 6,Color,BLACK,,,145332-1312840,,,900
technique-off-the-shoulder-maxi-dress-black,Technique Off The Shoulder Maxi Dress Black,Size,US 8,Color,BLACK,,,145332-1312841,,,900
technique-off-the-shoulder-maxi-dress-black,Technique Off The Shoulder Maxi Dress Black,Size,US 10,Color,BLACK,,,145332-1312842,,,900
technique-off-the-shoulder-maxi-dress-black,Technique Off The Shoulder Maxi Dress Black,Size,US 12,Color,BLACK,,,145332-1312843,,,900
technique-strapless-mini-dress-chartreuse,Technique Strapless Mini Dress Chartreuse,Size,US 0,Color,Chartreuse,,,141639-1290555,,,900
technique-strapless-mini-dress-chartreuse,Technique Strapless Mini Dress Chartreuse,Size,US 2,Color,Chartreuse,,,141639-1290556,,,900
technique-strapless-mini-dress-chartreuse,Technique Strapless Mini Dress Chartreuse,Size,US 4,Color,Chartreuse,,,141639-1290557,,,900
technique-strapless-mini-dress-chartreuse,Technique Strapless Mini Dress Chartreuse,Size,US 6,Color,Chartreuse,,,141639-1290558,,,900
technique-strapless-mini-dress-chartreuse,Technique Strapless Mini Dress Chartreuse,Size,US 8,Color,Chartreuse,,,141639-1290559,,,900
technique-strapless-mini-dress-chartreuse,Technique Strapless Mini Dress Chartreuse,Size,US 10,Color,Chartreuse,,,141639-1290560,,,900
technique-strapless-mini-dress-chartreuse,Technique Strapless Mini Dress Chartreuse,Size,US 12,Color,Chartreuse,,,141639-1290561,,,900
tedesco-strapless-mini-dress-silver,Tedesco Strapless Mini Dress Silver,Size,US 0,Color,Silver,,,132878-1236906,,,900
tedesco-strapless-mini-dress-silver,Tedesco Strapless Mini Dress Silver,Size,US 2,Color,Silver,,,132878-1236907,,,900
tedesco-strapless-mini-dress-silver,Tedesco Strapless Mini Dress Silver,Size,US 4,Color,Silver,,,132878-1236908,,,900
tedesco-strapless-mini-dress-silver,Tedesco Strapless Mini Dress Silver,Size,US 6,Color,Silver,,,132878-1236909,,,900
tedesco-strapless-mini-dress-silver,Tedesco Strapless Mini Dress Silver,Size,US 8,Color,Silver,,,132878-1236910,,,900
tedesco-strapless-mini-dress-silver,Tedesco Strapless Mini Dress Silver,Size,US 10,Color,Silver,,,132878-1236911,,,900
tedesco-strapless-mini-dress-silver,Tedesco Strapless Mini Dress Silver,Size,US 12,Color,Silver,,,132878-1236912,,,900
teeah-strapless-tie-detail-contrast-mini-dress-brown-blue,Teeah Strapless Tie Detail Contrast Mini Dress Brown / Blue,Size,US 0,Color,Brown / Blue,,,154319-1368521,,,900
teeah-strapless-tie-detail-contrast-mini-dress-brown-blue,Teeah Strapless Tie Detail Contrast Mini Dress Brown / Blue,Size,US 2,Color,Brown / Blue,,,154319-1368522,,,900
teeah-strapless-tie-detail-contrast-mini-dress-brown-blue,Teeah Strapless Tie Detail Contrast Mini Dress Brown / Blue,Size,US 4,Color,Brown / Blue,,,154319-1368523,,,900
teeah-strapless-tie-detail-contrast-mini-dress-brown-blue,Teeah Strapless Tie Detail Contrast Mini Dress Brown / Blue,Size,US 6,Color,Brown / Blue,,,154319-1368524,,,900
teeah-strapless-tie-detail-contrast-mini-dress-brown-blue,Teeah Strapless Tie Detail Contrast Mini Dress Brown / Blue,Size,US 8,Color,Brown / Blue,,,154319-1368525,,,900
teeah-strapless-tie-detail-contrast-mini-dress-brown-blue,Teeah Strapless Tie Detail Contrast Mini Dress Brown / Blue,Size,US 10,Color,Brown / Blue,,,154319-1368526,,,900
teeah-strapless-tie-detail-contrast-mini-dress-brown-blue,Teeah Strapless Tie Detail Contrast Mini Dress Brown / Blue,Size,US 12,Color,Brown / Blue,,,154319-1368527,,,900
teffoli-maxi-dress-green,Teffoli Maxi Dress Green,Size,US 0,Color,Green,,,137241-1262898,,,900
teffoli-maxi-dress-green,Teffoli Maxi Dress Green,Size,US 2,Color,Green,,,137241-1262899,,,900
teffoli-maxi-dress-green,Teffoli Maxi Dress Green,Size,US 4,Color,Green,,,137241-1262900,,,900
teffoli-maxi-dress-green,Teffoli Maxi Dress Green,Size,US 6,Color,Green,,,137241-1262901,,,900
teffoli-maxi-dress-green,Teffoli Maxi Dress Green,Size,US 8,Color,Green,,,137241-1262902,,,900
teffoli-maxi-dress-green,Teffoli Maxi Dress Green,Size,US 10,Color,Green,,,137241-1262903,,,900
teffoli-maxi-dress-green,Teffoli Maxi Dress Green,Size,US 12,Color,Green,,,137241-1262904,,,900
tein-strapless-mini-dress-pink-orange,Tein Strapless Mini Dress Pink / Orange,Size,US 0,Color,Pink / Orange,,,127687-1207017,,,900
tein-strapless-mini-dress-pink-orange,Tein Strapless Mini Dress Pink / Orange,Size,US 2,Color,Pink / Orange,,,127687-1207018,,,900
tein-strapless-mini-dress-pink-orange,Tein Strapless Mini Dress Pink / Orange,Size,US 4,Color,Pink / Orange,,,127687-1207019,,,900
tein-strapless-mini-dress-pink-orange,Tein Strapless Mini Dress Pink / Orange,Size,US 6,Color,Pink / Orange,,,127687-1207020,,,900
tein-strapless-mini-dress-pink-orange,Tein Strapless Mini Dress Pink / Orange,Size,US 8,Color,Pink / Orange,,,127687-1207021,,,900
tein-strapless-mini-dress-pink-orange,Tein Strapless Mini Dress Pink / Orange,Size,US 10,Color,Pink / Orange,,,127687-1207022,,,900
tein-strapless-mini-dress-pink-orange,Tein Strapless Mini Dress Pink / Orange,Size,US 12,Color,Pink / Orange,,,127687-1207023,,,900
teisha-halter-maxi-dress-pink,Teisha Halter Maxi Dress Pink,Size,US 0,Color,Pink,,,147031-1323652,,,900
teisha-halter-maxi-dress-pink,Teisha Halter Maxi Dress Pink,Size,US 2,Color,Pink,,,147031-1323653,,,900
teisha-halter-maxi-dress-pink,Teisha Halter Maxi Dress Pink,Size,US 4,Color,Pink,,,147031-1323654,,,900
teisha-halter-maxi-dress-pink,Teisha Halter Maxi Dress Pink,Size,US 6,Color,Pink,,,147031-1323655,,,900
teisha-halter-maxi-dress-pink,Teisha Halter Maxi Dress Pink,Size,US 8,Color,Pink,,,147031-1323656,,,900
teisha-halter-maxi-dress-pink,Teisha Halter Maxi Dress Pink,Size,US 10,Color,Pink,,,147031-1323657,,,900
teisha-halter-maxi-dress-pink,Teisha Halter Maxi Dress Pink,Size,US 12,Color,Pink,,,147031-1323658,,,900
telenova-halter-mini-dress-green,Telenova Halter Mini Dress Green,Size,US 0,Color,GREEN,,,145319-1312746,,,900
telenova-halter-mini-dress-green,Telenova Halter Mini Dress Green,Size,US 2,Color,GREEN,,,145319-1312747,,,900
telenova-halter-mini-dress-green,Telenova Halter Mini Dress Green,Size,US 4,Color,GREEN,,,145319-1312748,,,900
telenova-halter-mini-dress-green,Telenova Halter Mini Dress Green,Size,US 6,Color,GREEN,,,145319-1312749,,,900
telenova-halter-mini-dress-green,Telenova Halter Mini Dress Green,Size,US 8,Color,GREEN,,,145319-1312750,,,900
telenova-halter-mini-dress-green,Telenova Halter Mini Dress Green,Size,US 10,Color,GREEN,,,145319-1312751,,,900
telenova-halter-mini-dress-green,Telenova Halter Mini Dress Green,Size,US 12,Color,GREEN,,,145319-1312752,,,900
telenova-halter-mini-dress-red,Telenova Halter Mini Dress Red,Size,US 0,Color,Red,,,152751-1358572,,,900
telenova-halter-mini-dress-red,Telenova Halter Mini Dress Red,Size,US 2,Color,Red,,,152751-1358573,,,900
telenova-halter-mini-dress-red,Telenova Halter Mini Dress Red,Size,US 4,Color,Red,,,152751-1358574,,,900
