Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Gift Card,SEO Title,SEO Description,Status
briana-mini-dress-black,,,,,,,,Size,US 8,Color,Black,,,123163-1179848,0,shopify,999,deny,manual,69.95,,TRUE,TRUE,,,,
briana-mini-dress-black,,,,,,,,Size,US 10,Color,Black,,,123163-1179849,0,shopify,999,deny,manual,69.95,,TRUE,TRUE,,,,
briana-mini-dress-black,,,,,,,,Size,US 12,Color,Black,,,123163-1179850,0,shopify,999,deny,manual,69.95,,TRUE,TRUE,,,,
briana-mini-dress-blue,Briana Mini Dress Blue,"<p>Cut as a mini dress with a sweetheart neckline, the Briana balances a defined bodice in blue with a skirt that moves.</p><p>Look closer for a leg split. The fabric holds its shape with no stretch and the bodice is lined.</p><p>Filed under birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Mini dress</li><li>Slim fitting</li><li>Adjustable shoulder straps</li><li>Sweetheart neckline</li><li>Hook and eye fastening back strap</li><li>Invisible zip fastening at back</li><li>Slit at hem</li><li>No stretch, Part-lined</li><li>95% polyester 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Blue Dresses, Dresses, Going Out Dresses, New Dresses",TRUE,Size,US 0,Color,Blue,,,127020-1203069,0,shopify,999,deny,manual,73.95,,TRUE,TRUE,FALSE,Briana Mini Dress Blue,Briana — Blue sweetheart mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
briana-mini-dress-blue,,,,,,,,Size,US 2,Color,Blue,,,127020-1203070,0,shopify,999,deny,manual,73.95,,TRUE,TRUE,,,,
briana-mini-dress-blue,,,,,,,,Size,US 4,Color,Blue,,,127020-1203071,0,shopify,999,deny,manual,73.95,,TRUE,TRUE,,,,
briana-mini-dress-blue,,,,,,,,Size,US 6,Color,Blue,,,127020-1203072,0,shopify,999,deny,manual,73.95,,TRUE,TRUE,,,,
briana-mini-dress-blue,,,,,,,,Size,US 8,Color,Blue,,,127020-1203073,0,shopify,999,deny,manual,73.95,,TRUE,TRUE,,,,
briana-mini-dress-blue,,,,,,,,Size,US 10,Color,Blue,,,127020-1203074,0,shopify,999,deny,manual,73.95,,TRUE,TRUE,,,,
briana-mini-dress-blue,,,,,,,,Size,US 12,Color,Blue,,,127020-1203075,0,shopify,999,deny,manual,73.95,,TRUE,TRUE,,,,
briana-mini-dress-white,Briana Mini Dress White,"<p>The Briana is a mini dress with a sweetheart neckline, cut in white to sit close through the bodice and move easily from there.</p><p>Details include a leg split. The fabric holds its shape with no stretch and the bodice is lined.</p><p><strong>Details</strong></p><ul><li>Mini dress</li><li>Slim fitting</li><li>Length of size US 4 / AU 8 shoulder to hem: 77cm / 30.3in</li><li>Adjustable shoulder straps</li><li>Sweetheart neckline</li><li>Hook &amp; eye fastening back strap</li><li>Invisible zip fastening at back</li><li>Slit at hem</li><li>No stretch, Part-lined</li><li>95% polyester 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Dresses, Going Out Dresses, Mini Dresses, New Dresses, Sale Dresses, White Dresses",TRUE,Size,US 0,Color,White,,,126757-1201407,0,shopify,999,deny,manual,73.00,,TRUE,TRUE,FALSE,Briana Mini Dress White,Briana — White sweetheart mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
briana-mini-dress-white,,,,,,,,Size,US 2,Color,White,,,126757-1201408,0,shopify,999,deny,manual,73.00,,TRUE,TRUE,,,,
briana-mini-dress-white,,,,,,,,Size,US 4,Color,White,,,126757-1201409,0,shopify,999,deny,manual,73.00,,TRUE,TRUE,,,,
briana-mini-dress-white,,,,,,,,Size,US 6,Color,White,,,126757-1201410,0,shopify,999,deny,manual,73.00,,TRUE,TRUE,,,,
briana-mini-dress-white,,,,,,,,Size,US 8,Color,White,,,126757-1201411,0,shopify,999,deny,manual,73.00,,TRUE,TRUE,,,,
briana-mini-dress-white,,,,,,,,Size,US 10,Color,White,,,126757-1201412,0,shopify,999,deny,manual,73.00,,TRUE,TRUE,,,,
briana-mini-dress-white,,,,,,,,Size,US 12,Color,White,,,126757-1201413,0,shopify,999,deny,manual,73.00,,TRUE,TRUE,,,,
bridges-halter-lace-mini-dress-black,Bridges Halter Lace Mini Dress Black,"<p>The Bridges takes a floral sequin mini dress and gives it a clean, confident line with a halter neckline in black.</p><p>Look closer for a low back. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Tailor-made for birthdays and nights out. Cut from fabric woven with reclaimed fibres.</p><p><strong>Details</strong></p><ul><li>Mini dress in lace fabric with a halter neckline</li><li>Ruched, sequin &amp; floral detail, pleated hem, zip closure at side, adjustable halter straps, low back, sheer</li><li>No stretch, Fully lined</li><li>Main 1 &amp; Lining: 100% reclaimed polyester, Main 2: 65% cotton 35% polyamide</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Black Dresses, Dresses, Going Out Dresses, Halter Dresses, Homecoming Dresses, Mini Dresses, New Dresses",TRUE,Size,US 0,Color,Black,,,149426-1338336,0,shopify,999,deny,manual,105.00,,TRUE,TRUE,FALSE,Bridges Halter Lace Mini Dress Black,Bridges — Black sequin mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
bridges-halter-lace-mini-dress-black,,,,,,,,Size,US 2,Color,Black,,,149426-1338337,0,shopify,999,deny,manual,105.00,,TRUE,TRUE,,,,
bridges-halter-lace-mini-dress-black,,,,,,,,Size,US 4,Color,Black,,,149426-1338338,0,shopify,999,deny,manual,105.00,,TRUE,TRUE,,,,
bridges-halter-lace-mini-dress-black,,,,,,,,Size,US 6,Color,Black,,,149426-1338339,0,shopify,999,deny,manual,105.00,,TRUE,TRUE,,,,
bridges-halter-lace-mini-dress-black,,,,,,,,Size,US 8,Color,Black,,,149426-1338340,0,shopify,999,deny,manual,105.00,,TRUE,TRUE,,,,
bridges-halter-lace-mini-dress-black,,,,,,,,Size,US 10,Color,Black,,,149426-1338341,0,shopify,999,deny,manual,105.00,,TRUE,TRUE,,,,
bridges-halter-lace-mini-dress-black,,,,,,,,Size,US 12,Color,Black,,,149426-1338342,0,shopify,999,deny,manual,105.00,,TRUE,TRUE,,,,
bridgitte-corset-mini-dress-floral,Bridgitte Corset Mini Dress Floral,"<p>The Bridgitte is our take on the floral mini dress — quietly striking in floral, and comfortable enough to wear all evening.</p><p>Expect a corseted shape, with shirring. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Filed under birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Floral corset Mini dress</li><li>Scooped neckline, inner panelling, drop v-waistline, pleated hem, invisible zip fastening at side, fixed shoulder straps, invisible zip fastening at back, back shirred band</li><li>No stretch, Fully lined</li><li>100% polyester</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Corset Dresses, Dresses, Floral Dresses, Going Out Dresses, New Dresses, Pink Dresses",TRUE,Size,US 0,Color,Floral,,,144389-1306873,0,shopify,999,deny,manual,71.95,,TRUE,TRUE,FALSE,Bridgitte Corset Mini Dress Floral,Bridgitte — Floral mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
bridgitte-corset-mini-dress-floral,,,,,,,,Size,US 2,Color,Floral,,,144389-1306874,0,shopify,999,deny,manual,71.95,,TRUE,TRUE,,,,
bridgitte-corset-mini-dress-floral,,,,,,,,Size,US 4,Color,Floral,,,144389-1306875,0,shopify,999,deny,manual,71.95,,TRUE,TRUE,,,,
bridgitte-corset-mini-dress-floral,,,,,,,,Size,US 6,Color,Floral,,,144389-1306876,0,shopify,999,deny,manual,71.95,,TRUE,TRUE,,,,
bridgitte-corset-mini-dress-floral,,,,,,,,Size,US 8,Color,Floral,,,144389-1306877,0,shopify,999,deny,manual,71.95,,TRUE,TRUE,,,,
bridgitte-corset-mini-dress-floral,,,,,,,,Size,US 10,Color,Floral,,,144389-1306878,0,shopify,999,deny,manual,71.95,,TRUE,TRUE,,,,
bridgitte-corset-mini-dress-floral,,,,,,,,Size,US 12,Color,Floral,,,144389-1306879,0,shopify,999,deny,manual,71.95,,TRUE,TRUE,,,,
brietta-cowl-maxi-dress-pink,Brietta Cowl Maxi Dress Pink,"<p>Meet the Brietta: a floral maxi dress with a soft cowl neckline, finished in pink with the kind of detail that reads considered rather than fussy.</p><p>The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p>Made with black-tie and formal evenings in mind.</p><p><strong>Details</strong></p><ul><li>Cowl floral Maxi dress</li><li>Textured fabric, fixed straps, invisible zip fastening at side, asymmetrical stitch detail</li><li>No stretch, Fully lined</li><li>Main: 100% polyester, Lining: 96% polyester 4% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash in laundry bag.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Maxi & Midi Dresses,"Dresses, Floral Dresses, Formal & Fancy Dresses, Maxi Dresses, New Dresses, Pink Dresses",TRUE,Size,US 0,Color,Pink,,,144314-1306351,0,shopify,999,deny,manual,81.99,,TRUE,TRUE,FALSE,Brietta Cowl Maxi Dress Pink,Brietta — Pink cowl maxi dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
brietta-cowl-maxi-dress-pink,,,,,,,,Size,US 2,Color,Pink,,,144314-1306352,0,shopify,999,deny,manual,81.99,,TRUE,TRUE,,,,
brietta-cowl-maxi-dress-pink,,,,,,,,Size,US 4,Color,Pink,,,144314-1306353,0,shopify,999,deny,manual,81.99,,TRUE,TRUE,,,,
brietta-cowl-maxi-dress-pink,,,,,,,,Size,US 6,Color,Pink,,,144314-1306354,0,shopify,999,deny,manual,81.99,,TRUE,TRUE,,,,
brietta-cowl-maxi-dress-pink,,,,,,,,Size,US 8,Color,Pink,,,144314-1306355,0,shopify,999,deny,manual,81.99,,TRUE,TRUE,,,,
brietta-cowl-maxi-dress-pink,,,,,,,,Size,US 10,Color,Pink,,,144314-1306356,0,shopify,999,deny,manual,81.99,,TRUE,TRUE,,,,
brietta-cowl-maxi-dress-pink,,,,,,,,Size,US 12,Color,Pink,,,144314-1306357,0,shopify,999,deny,manual,81.99,,TRUE,TRUE,,,,
brigetta-cowl-neck-mini-dress-white,Brigetta Cowl Neck Mini Dress White,"<p>Meet the Brigetta: a floral mini dress with a soft cowl neckline, finished in white with the kind of detail that reads considered rather than fussy.</p><p>Look closer for a low back. The fabric has a generous stretch and it&#x27;s fully lined.</p><p><strong>Details</strong></p><ul><li>Cowl neck mini dress in floral material with side ruching</li><li>Low back with linked strap design, zip closure at side</li><li>Good stretch, Fully lined</li><li>Main &amp; Lining: 100% polyester</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Dresses, Floral Dresses, Mini Dresses, New Dresses, White Dresses",TRUE,Size,US 0,Color,White,,,152373-1356237,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,FALSE,Brigetta Cowl Neck Mini Dress White,Brigetta — White cowl mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
brigetta-cowl-neck-mini-dress-white,,,,,,,,Size,US 2,Color,White,,,152373-1356238,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
brigetta-cowl-neck-mini-dress-white,,,,,,,,Size,US 4,Color,White,,,152373-1356239,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
brigetta-cowl-neck-mini-dress-white,,,,,,,,Size,US 6,Color,White,,,152373-1356240,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
brigetta-cowl-neck-mini-dress-white,,,,,,,,Size,US 8,Color,White,,,152373-1356241,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
brigetta-cowl-neck-mini-dress-white,,,,,,,,Size,US 10,Color,White,,,152373-1356242,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
brigetta-cowl-neck-mini-dress-white,,,,,,,,Size,US 12,Color,White,,,152373-1356243,0,shopify,999,deny,manual,71.99,,TRUE,TRUE,,,,
brigette-maxi-dress-blue-gingham,Brigette Maxi Dress Blue Gingham,"<p>A gingham maxi dress, the Brigette is built in blue gingham around an easy shape that flatters without pulling focus.</p><p>Look closer for frill trim. The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p><strong>Details</strong></p><ul><li>Maxi dress</li><li>Gingham print, v-neckline, gathered ruched bust with tie fastening, frill neckline &amp; shoulders, invisible zip fastening at side, adjustable shoulder straps</li><li>No stretch, Fully lined</li><li>100% polyester</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Maxi & Midi Dresses,"Blue Dresses, Dresses, Maxi Dresses, New Dresses",TRUE,Size,US 0,Color,Blue Gingham,,,141047-1287030,0,shopify,999,deny,manual,68.99,,TRUE,TRUE,FALSE,Brigette Maxi Dress Blue Gingham,Brigette — Blue gingham maxi dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
brigette-maxi-dress-blue-gingham,,,,,,,,Size,US 2,Color,Blue Gingham,,,141047-1287031,0,shopify,999,deny,manual,68.99,,TRUE,TRUE,,,,
brigette-maxi-dress-blue-gingham,,,,,,,,Size,US 4,Color,Blue Gingham,,,141047-1287032,0,shopify,999,deny,manual,68.99,,TRUE,TRUE,,,,
brigette-maxi-dress-blue-gingham,,,,,,,,Size,US 6,Color,Blue Gingham,,,141047-1287033,0,shopify,999,deny,manual,68.99,,TRUE,TRUE,,,,
brigette-maxi-dress-blue-gingham,,,,,,,,Size,US 8,Color,Blue Gingham,,,141047-1287034,0,shopify,999,deny,manual,68.99,,TRUE,TRUE,,,,
brigette-maxi-dress-blue-gingham,,,,,,,,Size,US 10,Color,Blue Gingham,,,141047-1287035,0,shopify,999,deny,manual,68.99,,TRUE,TRUE,,,,
brigette-maxi-dress-blue-gingham,,,,,,,,Size,US 12,Color,Blue Gingham,,,141047-1287036,0,shopify,999,deny,manual,68.99,,TRUE,TRUE,,,,
brightwell-maxi-dress-white,Brightwell Maxi Dress White,"<p>Meet the Brightwell: a maxi dress, finished in white with the kind of detail that reads considered rather than fussy.</p><p>The fabric holds its shape with no stretch and it&#x27;s fully lined.</p><p><strong>Details</strong></p><ul><li>Maxi dress</li><li>Straight neckline, exposed back with cross back tie detail, invisible zip fastening down back</li><li>No stretch, Fully lined</li><li>Main: 100% cotton, Lining: 94% polyester 6% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Maxi & Midi Dresses,"Dresses, Maxi Dresses, New Dresses, White Dresses",TRUE,Size,US 0,Color,White,,,134648-1247381,0,shopify,999,deny,manual,103.99,,TRUE,TRUE,FALSE,Brightwell Maxi Dress White,Brightwell — White maxi dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
brightwell-maxi-dress-white,,,,,,,,Size,US 2,Color,White,,,134648-1247382,0,shopify,999,deny,manual,103.99,,TRUE,TRUE,,,,
brightwell-maxi-dress-white,,,,,,,,Size,US 4,Color,White,,,134648-1247383,0,shopify,999,deny,manual,103.99,,TRUE,TRUE,,,,
brightwell-maxi-dress-white,,,,,,,,Size,US 6,Color,White,,,134648-1247384,0,shopify,999,deny,manual,103.99,,TRUE,TRUE,,,,
brightwell-maxi-dress-white,,,,,,,,Size,US 8,Color,White,,,134648-1247385,0,shopify,999,deny,manual,103.99,,TRUE,TRUE,,,,
brightwell-maxi-dress-white,,,,,,,,Size,US 10,Color,White,,,134648-1247386,0,shopify,999,deny,manual,103.99,,TRUE,TRUE,,,,
brightwell-maxi-dress-white,,,,,,,,Size,US 12,Color,White,,,134648-1247387,0,shopify,999,deny,manual,103.99,,TRUE,TRUE,,,,
brigida-strapless-maxi-dress-mocha,Brigida Strapless Maxi Dress Mocha,"<p>The Brigida is a mesh maxi dress with a strapless neckline, cut in mocha to sit close through the bodice and move easily from there.</p><p>Details include a leg split. The fabric has a generous stretch and it&#x27;s fully lined.</p><p>We&#x27;d wear it for weddings and garden parties.</p><p><strong>Details</strong></p><ul><li>Strapless maxi dress in mesh fabric</li><li>Silicone strip, high-leg split, raw cut hem</li><li>Good stretch, Fully lined</li><li>Main: 90% nylon 10% elastane, Lining: 97% polyester 3% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold hand wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Maxi & Midi Dresses,"Brown Dresses, Dresses, Maxi Dresses, New Dresses, Strapless Dresses, Wedding Guest Dresses",TRUE,Size,US 0,Color,Mocha,,,153971-1366259,0,shopify,999,deny,manual,101.00,,TRUE,TRUE,FALSE,Brigida Strapless Maxi Dress Mocha,Brigida — Mocha mesh maxi dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
brigida-strapless-maxi-dress-mocha,,,,,,,,Size,US 2,Color,Mocha,,,153971-1366260,0,shopify,999,deny,manual,101.00,,TRUE,TRUE,,,,
brigida-strapless-maxi-dress-mocha,,,,,,,,Size,US 4,Color,Mocha,,,153971-1366261,0,shopify,999,deny,manual,101.00,,TRUE,TRUE,,,,
brigida-strapless-maxi-dress-mocha,,,,,,,,Size,US 6,Color,Mocha,,,153971-1366262,0,shopify,999,deny,manual,101.00,,TRUE,TRUE,,,,
brigida-strapless-maxi-dress-mocha,,,,,,,,Size,US 8,Color,Mocha,,,153971-1366263,0,shopify,999,deny,manual,101.00,,TRUE,TRUE,,,,
brigida-strapless-maxi-dress-mocha,,,,,,,,Size,US 10,Color,Mocha,,,153971-1366264,0,shopify,999,deny,manual,101.00,,TRUE,TRUE,,,,
brigida-strapless-maxi-dress-mocha,,,,,,,,Size,US 12,Color,Mocha,,,153971-1366265,0,shopify,999,deny,manual,101.00,,TRUE,TRUE,,,,
brilliance-cowl-neck-mini-dress-brown-multi,Brilliance Cowl Neck Mini Dress Brown Multi,"<p>A mini dress with a halter neckline, the Brilliance is built in brown multi around an easy shape that flatters without pulling focus.</p><p>Look closer for frill trim. The fabric has a generous stretch and it&#x27;s fully lined.</p><p>One for birthdays and nights out. Cut from fabric woven with reclaimed fibres.</p><p><strong>Details</strong></p><ul><li>Cowl-neck Mini dress</li><li>Multi-print, frill hem, adjustable halter straps</li><li>Good stretch, Fully lined</li><li>Main: 85% reclaimed polyester 15% elastane, Lining: 95% reclaimed polyester 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Brown Dresses, Dresses, Going Out Dresses, New Dresses",TRUE,Size,US 0,Color,Brown Multi,,,144989-1310681,0,shopify,999,deny,manual,69.99,,TRUE,TRUE,FALSE,Brilliance Cowl Neck Mini Dress Brown Multi,Brilliance — Brown multi halter mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
brilliance-cowl-neck-mini-dress-brown-multi,,,,,,,,Size,US 2,Color,Brown Multi,,,144989-1310682,0,shopify,999,deny,manual,69.99,,TRUE,TRUE,,,,
brilliance-cowl-neck-mini-dress-brown-multi,,,,,,,,Size,US 4,Color,Brown Multi,,,144989-1310683,0,shopify,999,deny,manual,69.99,,TRUE,TRUE,,,,
brilliance-cowl-neck-mini-dress-brown-multi,,,,,,,,Size,US 6,Color,Brown Multi,,,144989-1310684,0,shopify,999,deny,manual,69.99,,TRUE,TRUE,,,,
brilliance-cowl-neck-mini-dress-brown-multi,,,,,,,,Size,US 8,Color,Brown Multi,,,144989-1310685,0,shopify,999,deny,manual,69.99,,TRUE,TRUE,,,,
brilliance-cowl-neck-mini-dress-brown-multi,,,,,,,,Size,US 10,Color,Brown Multi,,,144989-1310686,0,shopify,999,deny,manual,69.99,,TRUE,TRUE,,,,
brilliance-cowl-neck-mini-dress-brown-multi,,,,,,,,Size,US 12,Color,Brown Multi,,,144989-1310687,0,shopify,999,deny,manual,69.99,,TRUE,TRUE,,,,
bring-the-night-halter-ruched-mini-dress-grey,Bring The Night Halter Ruched Mini Dress Grey,"<p>The Bring The Night is our take on the mini dress with a halter neckline — quietly striking in grey, and comfortable enough to wear all evening.</p><p>The fabric has a generous stretch and it&#x27;s fully lined.</p><p>Cut from fabric woven with reclaimed fibres.</p><p><strong>Details</strong></p><ul><li>Halter mini dress with ruched detail</li><li>Tie halter, drop-back</li><li>Good stretch, Fully lined</li><li>Main: 92% reclaimed 8% elastane, Lining: 95% polyester 5% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold gentle machine wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Dresses, Going Out Dresses, Halter Dresses, Mini Dresses, New Dresses",TRUE,Size,US 0,Color,Grey,,,155767-1380497,0,shopify,999,deny,manual,90.99,,TRUE,TRUE,FALSE,Bring The Night Halter Ruched Mini Dress Grey,Bring The Night — Grey halter mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
bring-the-night-halter-ruched-mini-dress-grey,,,,,,,,Size,US 2,Color,Grey,,,155767-1380498,0,shopify,999,deny,manual,90.99,,TRUE,TRUE,,,,
bring-the-night-halter-ruched-mini-dress-grey,,,,,,,,Size,US 4,Color,Grey,,,155767-1380499,0,shopify,999,deny,manual,90.99,,TRUE,TRUE,,,,
bring-the-night-halter-ruched-mini-dress-grey,,,,,,,,Size,US 6,Color,Grey,,,155767-1380500,0,shopify,999,deny,manual,90.99,,TRUE,TRUE,,,,
bring-the-night-halter-ruched-mini-dress-grey,,,,,,,,Size,US 8,Color,Grey,,,155767-1380501,0,shopify,999,deny,manual,90.99,,TRUE,TRUE,,,,
bring-the-night-halter-ruched-mini-dress-grey,,,,,,,,Size,US 10,Color,Grey,,,155767-1380502,0,shopify,999,deny,manual,90.99,,TRUE,TRUE,,,,
bring-the-night-halter-ruched-mini-dress-grey,,,,,,,,Size,US 12,Color,Grey,,,155767-1380503,0,shopify,999,deny,manual,90.99,,TRUE,TRUE,,,,
brionne-pendant-detail-mini-dress-black,Brionne Pendant Detail Mini Dress Black,"<p>The Brionne Pendant Detail is our take on the mini dress with a halter neckline — quietly striking in black, and comfortable enough to wear all evening.</p><p>Look closer for an open back. The fabric holds its shape with no stretch and it&#x27;s left unlined.</p><p>We&#x27;d wear it for birthdays and cocktail hour. Made using reclaimed fibres.</p><p><strong>Details</strong></p><ul><li>Mini dress with pendant detail &amp; halter style design</li><li>Plunge neck, ruched waist, pleated hem, zip closure at side, silver-tone hardware, open back, strap at back</li><li>No stretch, Unlined</li><li>Main &amp; Lining: 70% reclaimed viscose 30% reclaimed polyester</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold hand wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Black Dresses, Cocktail Dresses, Dresses, Going Out Dresses, Halter Dresses, Mini Dresses, New Dresses, Party Dresses",TRUE,Size,US 0,Color,Black,,,148819-1334689,0,shopify,999,deny,manual,114.95,,TRUE,TRUE,FALSE,Brionne Pendant Detail Mini Dress Black,Brionne Pendant Detail — Black halter mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
brionne-pendant-detail-mini-dress-black,,,,,,,,Size,US 2,Color,Black,,,148819-1334690,0,shopify,999,deny,manual,114.95,,TRUE,TRUE,,,,
brionne-pendant-detail-mini-dress-black,,,,,,,,Size,US 4,Color,Black,,,148819-1334691,0,shopify,999,deny,manual,114.95,,TRUE,TRUE,,,,
brionne-pendant-detail-mini-dress-black,,,,,,,,Size,US 6,Color,Black,,,148819-1334692,0,shopify,999,deny,manual,114.95,,TRUE,TRUE,,,,
brionne-pendant-detail-mini-dress-black,,,,,,,,Size,US 8,Color,Black,,,148819-1334693,0,shopify,999,deny,manual,114.95,,TRUE,TRUE,,,,
brionne-pendant-detail-mini-dress-black,,,,,,,,Size,US 10,Color,Black,,,148819-1334694,0,shopify,999,deny,manual,114.95,,TRUE,TRUE,,,,
brionne-pendant-detail-mini-dress-black,,,,,,,,Size,US 12,Color,Black,,,148819-1334695,0,shopify,999,deny,manual,114.95,,TRUE,TRUE,,,,
briseida-mesh-long-sleeve-mini-dress-chocolate,Briseida Mesh Long Sleeve Mini Dress Chocolate,"<p>Meet the Briseida: a mesh mini dress with a strapless neckline, finished in chocolate with the kind of detail that reads considered rather than fussy.</p><p>The cut is slim-fitting and deliberately simple. The fabric has a generous stretch and the bodice is lined.</p><p>We&#x27;d wear it for birthdays and nights out.</p><p><strong>Details</strong></p><ul><li>Mini dress in mesh fabric with long sleeves</li><li>Glitter detail, strapless, pinched bust, ruched, slim-fit sheer, sheer</li><li>Good stretch, Part-lined</li><li>Main 1: 95% polyester 5% elastane, Main 2: 83% nylon 14% lurex 3% elastane, Lining: 97% polyester 3% elastane</li></ul><p><strong>Fit &amp; care</strong></p><ul><li>Model wears a US 4 / UK 8 unless stated. See the size guide for garment measurements.</li><li>Care: Cold hand wash.</li></ul>",Populars Clothes,Apparel & Accessories > Clothing > Dresses,Mini Dresses,"Birthday Dresses, Brown Dresses, Dresses, Going Out Dresses, Long Sleeve Dresses, Mini Dresses, New Dresses, Sale Dresses",TRUE,Size,US 0,Color,Chocolate,,,148649-1333564,0,shopify,999,deny,manual,77.95,,TRUE,TRUE,FALSE,Briseida Mesh Long Sleeve Mini Dress Chocolate,Briseida — Chocolate mesh mini dress by Populars Clothes. Free US & UK shipping over $100. 30-day returns.,active
briseida-mesh-long-sleeve-mini-dress-chocolate,,,,,,,,Size,US 2,Color,Chocolate,,,148649-1333565,0,shopify,999,deny,manual,77.95,,TRUE,TRUE,,,,
briseida-mesh-long-sleeve-mini-dress-chocolate,,,,,,,,Size,US 4,Color,Chocolate,,,148649-1333566,0,shopify,999,deny,manual,77.95,,TRUE,TRUE,,,,
briseida-mesh-long-sleeve-mini-dress-chocolate,,,,,,,,Size,US 6,Color,Chocolate,,,148649-1333567,0,shopify,999,deny,manual,77.95,,TRUE,TRUE,,,,
